parent,relation,child
Measure_scenario,inheritance,Duration_scenario
Measure_scenario,inheritance,Distance_scenario
Undergoing,inheritance,Being_dry
Undergoing,inheritance,Experience_bodily_harm
Undergoing,inheritance,Becoming_separated
Undergoing,inheritance,Go_into_shape
Undergoing,inheritance,Catching_fire
Undergoing,inheritance,frm_becoming_nonfunctional
Undergoing,inheritance,Soaking_up
Execute_plan,inheritance,Enforcing
Process_uncompleted_state,inheritance,Activity_abandoned_state
Process_pause,inheritance,Activity_pause
Means,inheritance,Preliminaries
Control,inheritance,Being_in_control
Being_in_control,inheritance,Dominate_competitor
Eventive_affecting,inheritance,Transfer
Eventive_affecting,inheritance,Lose_possession
Eventive_affecting,inheritance,Causation
Eventive_affecting,inheritance,Historic_event
Eventive_affecting,inheritance,Aging
Eventive_affecting,inheritance,Response
Eventive_affecting,inheritance,Arriving
Eventive_affecting,inheritance,Departing
Eventive_affecting,inheritance,Eventive_cognizer_affecting
Eventive_affecting,inheritance,Destiny
Eventive_affecting,inheritance,Explosion
Be_subset_of,inheritance,Membership
Inclusion_scenario,inheritance,Set_relation
Inclusion_scenario,inheritance,Wholes_and_parts
Being_included,inheritance,Be_subset_of
Being_included,inheritance,Part_piece
Becoming_separated,inheritance,Fragmentation_scenario
Work,inheritance,Seeking_to_achieve
Change_position_on_a_scale,inheritance,Proliferating_in_number
Change_position_on_a_scale,inheritance,Change_of_temperature
Attempt_distant_interaction_scenario,inheritance,Shooting_scenario
Individual_history,inheritance,History
Manipulate_into_doing,inheritance,Talking_into
Hostile_encounter,inheritance,Fighting_activity
Appointing,inheritance,Change_of_leadership
Position_on_a_scale,inheritance,Used_up
Position_on_a_scale,inheritance,Sufficiency
Position_on_a_scale,inheritance,Evaluative_comparison
Position_on_a_scale,inheritance,Surpassing
Attempt_obtain_food_scenario,inheritance,Hunting_scenario
Attempt_obtain_food_scenario,inheritance,Agriculture
Cause_change_of_position_on_a_scale,inheritance,Cause_proliferation_in_number
Cycle_of_existence_scenario,inheritance,Cycle_of_life_and_death
Ceasing_to_be,inheritance,Death
History_scenario,inheritance,Socially_significant_history_scenario
Aggregate,inheritance,Store
Aggregate,inheritance,Organization
Aggregate,inheritance,Entourage
Aggregate,inheritance,Convoy
Aggregate,inheritance,Product_line
Aggregate,inheritance,Team
Aggregate,inheritance,Alliance
Possibility,inheritance,Capability
Manipulate_into_shape,inheritance,Rope_manipulation
Losing_track_of_theme,inheritance,Losing
Attempt_obtain_mineral_scenario,inheritance,Mining
Satisfying,inheritance,Compliance
Satisfying,inheritance,Meet_specifications
Meet_specifications,inheritance,Rising_to_a_challenge
Dimension,inheritance,Quantity
Inspecting,inheritance,Patrolling
Event,inheritance,Change_of_consistency
Event,inheritance,Rotting
Event,inheritance,Process_resume
Event,inheritance,Process_start
Event,inheritance,Process_stop
Event,inheritance,Misdeed
Event,inheritance,Process_end
Event,inheritance,Coming_to_believe
Event,inheritance,Getting
Event,inheritance,Eventive_affecting
Event,inheritance,Process_pause
Event,inheritance,Waking_up
Event,inheritance,Ceasing_to_be
Event,inheritance,Go_into_shape
Event,inheritance,Motion
Event,inheritance,Come_together
Event,inheritance,Birth_scenario
Event,inheritance,Coming_to_be
Event,inheritance,Change_position_on_a_scale
Event,inheritance,Coincidence
Event,inheritance,Traversing
Event,inheritance,Losing_someone
Event,inheritance,Intentionally_act
Event,inheritance,Objective_influence
Event,inheritance,Emergency
Event,inheritance,Experience_bodily_harm
Event,inheritance,Transition_to_a_state
Event,inheritance,Undergoing
State,inheritance,State_of_entity
State,inheritance,Existence
State,inheritance,Possession
Biological_entity,inheritance,Animals
Biological_entity,inheritance,Plants
Biological_entity,inheritance,Pathogen
Sex,inheritance,Procreative_sex
Dead_or_alive,inheritance,Subsisting
Athletes,inheritance,Athletes_by_sport
Athletes,inheritance,Athletes_by_position
Infractions,inheritance,Direct_fouls
Infractions,inheritance,Indirect_fouls
Referee_actions,inheritance,Sanctions
Finish_game,inheritance,Finish_competition
Employment_end,inheritance,Firing
Employment_end,inheritance,Quitting
Location_in_time,inheritance,Calendric_unit
Timespan,inheritance,Time_period_of_action
Improvised_explosive_device,inheritance,Victim_operated_IED
Improvised_explosive_device,inheritance,Distant_operated_IED
Attack,inheritance,Besieging
Attack,inheritance,Invading
Attack,inheritance,Suicide_attack
Attack,inheritance,Counterattack
Weapon,inheritance,Improvised_explosive_device
Experiencer_focused_emotion,inheritance,Mental_stimulus_exp_focus
Experiencer_focused_emotion,inheritance,Desiring
Emotions,inheritance,Emotions_by_stimulus
Emotions_by_stimulus,inheritance,Emotions_success_or_failure
Emotions_by_stimulus,inheritance,Emotions_of_mental_activity
Emotions_by_stimulus,inheritance,Others_situation_as_stimulus
Emotions_by_stimulus,inheritance,Annoyance
Emotions_by_stimulus,inheritance,Just_found_out
Emotions_by_stimulus,inheritance,Emotions_by_possibility
Emotions_by_possibility,inheritance,Fear
Relational_quantity,inheritance,Proportion
Relational_quantity,inheritance,Price_per_unit
Relational_quantity,inheritance,Rate_quantification
Arithmetic,inheritance,Arithmetic_commutative
Arithmetic,inheritance,Arithmetic_non-commutative
Arithmetic,inheritance,Mathematical_relationship
Moves,inheritance,Individual_moves
Moves,inheritance,Interactive_moves
Moves,inheritance,Winning_moves
Physical_entity,inheritance,Bounded_entity
Physical_entity,inheritance,Food
Physical_entity,inheritance,Body_mark
Physical_entity,inheritance,Substance
Physical_entity,inheritance,Intoxicants
Physical_entity,inheritance,Sidereal_appearance
Physical_entity,inheritance,Weapon
Physical_entity,inheritance,Connectors
Physical_entity,inheritance,Clothing
Physical_entity,inheritance,Ammunition
Physical_entity,inheritance,Fastener
Physical_entity,inheritance,Vehicle
Physical_entity,inheritance,Information_display
Physical_entity,inheritance,Furniture
Physical_entity,inheritance,Utensils
Physical_entity,inheritance,Musical_instruments
Physical_entity,inheritance,Assistive_Technology
Motion,inheritance,Mass_motion
Motion,inheritance,Motion_directional
Bounded_region,inheritance,Region_with_portal
Motion,inheritance,Self_motion
Motion,inheritance,Motion_noise
Motion,inheritance,Fluidic_motion
Sounds,inheritance,Vocalizations
Cause_motion,inheritance,Cause_fluidic_motion
Cause_motion,inheritance,Shoot_projectiles
Cause_motion,inheritance,Passing
Temperature,inheritance,Ambient_temperature
Cause_change_of_strength,inheritance,Change_resistance
Substance,inheritance,Active_substance
Substance,inheritance,Medicines
Substance,inheritance,Allergens
Substance,inheritance,Body_substances
Substance,inheritance,Toxic_substance
Judgment_communication,inheritance,Judgment_direct_address
Judgment_communication,inheritance,Bragging
Communication,inheritance,Communication_noise
Giving_scenario,subframe,Pre_giving
Giving_scenario,subframe,Giving
Giving_scenario,subframe,Post_giving
Getting_scenario,subframe,Pre_getting
Getting_scenario,subframe,Getting
Getting_scenario,subframe,Post_getting
Transfer_scenario,subframe,Pre_transfer
Transfer_scenario,subframe,Transfer
Transfer_scenario,subframe,Post_transfer
Traversing,subframe,Departing
Traversing,subframe,Arriving
Attempt_distant_interaction_scenario,subframe,Aiming
Attempt_distant_interaction_scenario,subframe,Hit_or_miss
Individual_history,subframe,Historic_event
Hunting_scenario,subframe,Hunting_success_or_failure
Hunting_scenario,subframe,Hunting
Agriculture,subframe,Planting
Agriculture,subframe,Food_gathering
Invasion_scenario,subframe,Conquering
Invasion_scenario,subframe,Invading
Invasion_scenario,subframe,Repel
Cycle_of_existence_scenario,subframe,Coming_to_be
Cycle_of_existence_scenario,subframe,Existence
Cycle_of_existence_scenario,subframe,Ceasing_to_be
Cycle_of_existence_scenario,subframe,Out_of_existence
Sexual_reproduction_scenario,subframe,Birth_scenario
Sexual_reproduction_scenario,subframe,Procreative_sex
Sleep_wake_cycle,subframe,Fall_asleep
Sleep_wake_cycle,subframe,Waking_up
Sleep_wake_cycle,subframe,Sleep
Sleep_wake_cycle,subframe,Getting_up
Sleep_wake_cycle,subframe,Being_awake
Cycle_of_life_and_death,subframe,Dead_or_alive
Cycle_of_life_and_death,subframe,Death
Cycle_of_life_and_death,subframe,Being_born
Operate_vehicle_scenario,subframe,Operate_vehicle
Operate_vehicle_scenario,subframe,Cause_to_land
Operate_vehicle_scenario,subframe,Getting_vehicle_underway
Delegation,subframe,Coaching_staff
Delegation,subframe,Athletes
Sports_event,subframe,Moves
Sports_event,subframe,Infractions
Sports_event,subframe,Sports
Sports_event,subframe,Finals
Sports_event,subframe,Ceremonies
Sports_venues,subframe,Sports_venues_subparts
Sports,subframe,Sports_disciplines
Sports_scenario,subframe,Competition
Sports_scenario,subframe,Sports_event
Sports_scenario,subframe,Infrastructure
Employment_scenario,subframe,Employment_start
Employment_scenario,subframe,Employment_continue
Employment_scenario,subframe,Employment_end
Employee_scenario,subframe,Get_a_job
Employee_scenario,subframe,Being_employed
Employee_scenario,subframe,Quitting
Employer_scenario,subframe,Hiring
Employer_scenario,subframe,Employing
Employer_scenario,subframe,Firing
Motion,subframe,Getting_underway
Motion,subframe,Halt
Cause_motion,subframe,Placing
Cause_motion,subframe,Removing
Change_of_phase_scenario,subframe,Change_of_phase
Change_of_phase_scenario,subframe,Substance_by_phase
Transfer_scenario,using,Exchange
Referring_by_name,using,Attention_getting
Response,using,Deserving
Response,using,Health_response
Response,using,Counterattack
Forgoing,using,Holding_off_on
Taking_sides,using,Giving_in
Taking_sides,using,Partiality
Taking_sides,using,Hostile_encounter
Give_impression,using,Want_suspect
Give_impression,using,Chemical-sense_description
Make_agreement_on_action,using,Be_in_agreement_on_action
Fields,using,Craft
Organization,using,Alliance
Needing,using,Reliance
Rank,using,Occupy_rank
Rank,using,Appellations
Required_event,using,Desirable_event
Required_event,using,Deserving
Desirable_event,using,Taking_sides
Success_or_failure,using,Finish_competition
Success_or_failure,using,Accuracy
Prominence,using,First_rank
Infrastructure,using,Institutions
Change_of_leadership,using,Reject_leadership
Have_as_requirement,using,Needing
Obligation_scenario,using,Compliance
Obligation_scenario,using,Being_in_effect
Obligation_scenario,using,Documents
Operating_a_system,using,Operational_testing
Be_in_agreement_on_assessment,using,Quarreling
Be_in_agreement_on_assessment,using,Point_of_dispute
Being_in_effect,using,Enforcing
Correctness,using,Verification
Estimating,using,Estimated_value
Storing,using,Store
Storing,using,Carry_goods
Information,using,Awareness
Information,using,Communication
Information,using,Correctness
Abundance,using,Abounding_with
Institutions,using,Public_services
Set_of_interrelated_entities,using,Network
Preference,using,Sacrificing_for
Protecting,using,Armor
Translating,using,Have_as_translation_equivalent
Translating,using,Be_translation_equivalent
Artificiality,using,Forging
Posing_as,using,Front_for
Risk_scenario,using,Rescuing
Attempt_suasion,using,Suasion
Means,using,Purpose
Destiny,using,Luck
Eventive_affecting,using,Social_event
Eventive_affecting,using,Memory
Eventive_affecting,using,Coming_up_with
Eventive_affecting,using,Activity_stop
Eventive_affecting,using,Activity_start
Eventive_affecting,using,Activity_prepare
Eventive_affecting,using,Activity_pause
Eventive_affecting,using,Undergoing
Eventive_affecting,using,Catastrophe
Eventive_affecting,using,Individual_history
Fame,using,Obscurity
Diversity,using,Delimitation_of_diversity
Change_position_on_a_scale,using,Remainder
Change_position_on_a_scale,using,Change_of_quantity_of_possession
Hit_or_miss,using,Hit_target
Hostile_encounter,using,Member_of_military
Hostile_encounter,using,Friendly_or_hostile
Hostile_encounter,using,Irregular_combatants
Hostile_encounter,using,Firefighting
Alternatives,using,Time_period_of_action
Alternatives,using,Opportunity
Position_on_a_scale,using,Delimitation_of_diversity
Position_on_a_scale,using,Probability
Win_prize,using,Beat_opponent
Gizmo,using,Being_in_operation
Event,using,Participation
Event,using,Hindering
Event,using,Frequency
Event,using,Temporal_pattern
Event,using,Manner
Event,using,Preventing_or_letting
State,using,State_continue
Infecting,using,Pathogen
Biological_entity,using,Dead_or_alive
Biological_entity,using,Gusto
Biological_entity,using,Biological_classification
Birth_scenario,using,Medical_interaction_scenario
Sex,using,Rape
Dead_or_alive,using,Resurrection
Vehicle_landing,using,Cause_to_land
Transportation,using,Arrival
Transportation,using,Tourism_scenario_departure
Transportation,using,Means_of_transportation
Vehicle,using,Vehicle_subpart
Vehicle,using,Convoy
Ride_vehicle,using,Board_vehicle
Ride_vehicle,using,Disembarking
Operate_vehicle,using,Piracy
Getting_vehicle_underway,using,Vehicle_departure_initial_stage
Crowd,using,Crowd_reactions
Referees,using,Referee_actions
Referees,using,Sports_equipment
Athletes,using,Infractions
Athletes,using,Moves
Athletes,using,Sports
Athletes,using,Sports_equipment
Athletes,using,Sports_venues
Athletes_by_position,using,Sports_venues
Sports_event,using,Sports_temporal_subdivision
Sports_event,using,Sports_venues
Sports_event,using,Athletes
Sports_event,using,Sports_equipment
Athletes_by_sport,using,Sports_venues
Sports,using,Moves
Sports,using,Competition
Finish_competition,using,Win_prize
Employment_scenario,using,Fields
Member_of_military,using,People_by_military_specialty
Military,using,Member_of_military
Scheduling,using,Change_event_time
Calendric_unit,using,Change_event_time
Change_event_time,using,Holding_off_on
Change_event_time,using,Waiting
Age,using,Aging
Duration_description,using,Taking_time
Frequency,using,Custom
Distant_operated_IED,using,Firing_point
Shoot_projectiles,using,Hit_target
Use_firearm,using,Shoot_projectiles
Attack,using,Defending
Weapon,using,Bearing_arms
Weapon,using,Cause_harm
Bearing_arms,using,Shooting_scenario
Shooting_scenario,using,Hit_target
Experiencer_focused_emotion,using,Desirability
Experiencer_focused_emotion,using,Tolerating
Emotions,using,Emotion_directed
Emotions,using,Emotion_heat
Emotions,using,Stimulate_emotion
Emotions,using,Desiring
Emotions,using,Contrition
Emotions,using,Forgiveness
Emotions,using,Feeling
Emotions,using,Predicament
Emotions,using,Judgment
Emotions,using,Attitude_description
Emotions,using,Worry
Cardinal_numbers,using,Ordinal_numbers
Linguistic_meaning,using,Word_relations
Simple_name,using,Simple_naming
Simple_name,using,Linguistic_meaning
Thermodynamic_phase,using,Substance_by_phase
Level_of_force_resistance,using,Repel
Apply_heat,using,Cooking_creation
Motion_scenario,using,Operate_vehicle_scenario
Motion,using,Operate_vehicle
Motion,using,Body_movement
Motion,using,Bringing
Motion,using,Cotheme
Motion,using,Departing
Motion,using,Evading
Motion,using,Excreting
Motion,using,Removing
Motion,using,Placing
Motion,using,Emanating
Motion,using,Light_movement
Motion,using,Redirecting
Motion,using,Path_traveled
Motion,using,Change_direction
Motion,using,Roadways
Being_wet,using,Being_rotted
Fluidic_motion,using,Breathing
Expansion,using,Dough_rising
Sounds,using,Sound_movement
Cause_motion,using,Bringing
Cause_motion,using,Gathering_up
Cause_motion,using,Ingestion
Cause_motion,using,Excreting
Noise_makers,using,Musical_instruments
Temperature,using,Heat_potential
Make_noise,using,Communication_noise
Cause_change_of_strength,using,Supporting
Color,using,Description_of_symptom_or_health_condition
Judgment_communication,using,Labeling
Communication,using,Reasoning
Communication,using,Contacting
Communication,using,Encoding
Communication,using,Volubility
Communication,using,Text_creation
Communication,using,Attempt_suasion
Communication,using,Candidness
Communication,using,Bail_decision
Communication,using,Claim_ownership
Communication,using,Commitment
Communication,using,Communication_means
Communication,using,Discussion
Communication,using,Entering_of_plea
Communication,using,Justifying
Communication,using,Name_conferral
Communication,using,Notification_of_charges
Communication,using,Prevarication
Communication,using,Hearsay
Communication,using,Questioning
Communication,using,Reporting
Communication,using,Request
Communication,using,Sentencing
Communication,using,Speak_on_topic
Communication,using,Verdict
Elusive_goal,see_also,Evading
Required_event,see_also,Being_obligated
Change_of_leadership,see_also,Reject_leadership
Operating_a_system,see_also,Using
Being_in_effect,see_also,Execute_plan
Ranked_expectation,see_also,Completeness
Waiting,see_also,Holding_off_on
Distributed_position,see_also,Abounding_with
Distributed_position,see_also,Filling
Possibility,see_also,Capability
Location_of_light,see_also,Light_movement
Relative_time,see_also,Time_vector
Hedging,see_also,Proportional_quantity
Hedging,see_also,Degree
Have_as_translation_equivalent,see_also,Be_translation_equivalent
Level_of_force_exertion,see_also,Dynamism
Level_of_force_exertion,see_also,Level_of_force_resistance
Apply_heat,see_also,Cooking_creation
Motion,see_also,Bringing
Motion,see_also,Operate_vehicle
Motion,see_also,Self_motion
Motion,see_also,Ride_vehicle
Success_or_failure,see_also,Personal_success
Successful_action,see_also,Personal_success
Cause_motion,see_also,Bringing
Cause_motion,see_also,Filling
Cause_motion,see_also,Placing
Cause_motion,see_also,Removing
Cause_motion,see_also,Emptying
Make_noise,see_also,Friction
Make_noise,see_also,Cause_impact
Make_noise,see_also,Impact
Make_noise,see_also,Sounds
Make_noise,see_also,Cause_to_make_noise
Make_noise,see_also,Motion_noise
Make_noise,see_also,Sound_movement
Self_motion,reframing_mapping,Ride_vehicle
Self_motion,reframing_mapping,Body_movement
Self_motion,reframing_mapping,Escaping
Self_motion,reframing_mapping,Fleeing
Elusive_goal,reframing_mapping,Evading
Traversing,reframing_mapping,Forming_relationships
Traversing,reframing_mapping,Path_shape
Traversing,reframing_mapping,Change_position_on_a_scale
Traversing,reframing_mapping,Activity_start
Traversing,reframing_mapping,Moving_in_place
Traversing,reframing_mapping,Arriving
Traversing,reframing_mapping,Motion_directional
Traversing,reframing_mapping,Undergo_change
Traversing,reframing_mapping,Departing
Traversing,reframing_mapping,Intentional_traversing
Traversing,reframing_mapping,Change_direction
Traversing,reframing_mapping,Motion
Traversing,reframing_mapping,Self_motion
Required_event,reframing_mapping,Desirable_event
Change_of_leadership,reframing_mapping,Appointing
Change_of_leadership,reframing_mapping,Reject_leadership
Resolve_problem,reframing_mapping,Speak_on_topic
Frugality,reframing_mapping,Stinginess
Feigning,reframing_mapping,Artificiality
Feigning,reframing_mapping,Forging
Feigning,reframing_mapping,Posing_as
Control,reframing_mapping,Being_in_control
Position_on_a_scale,reframing_mapping,Delimitation_of_diversity
Location_of_light,reframing_mapping,Light_movement
Dimension,reframing_mapping,Measurable_attributes
Inspecting,reframing_mapping,Scrutiny
Giving_birth,reframing_mapping,Being_born
Death,reframing_mapping,Offenses
Death,reframing_mapping,Cause_harm
Operate_vehicle,reframing_mapping,Ride_vehicle
Operate_vehicle,reframing_mapping,Bringing
Operate_vehicle,reframing_mapping,Self_motion
Being_employed,reframing_mapping,People_by_vocation
Change_event_time,reframing_mapping,Scheduling
Relative_time,reframing_mapping,Change_event_time
Relative_time,reframing_mapping,Temporal_collocation
Attack,reframing_mapping,Invading
Emotion_directed,reframing_mapping,Experiencer_focused_emotion
Emotion_directed,reframing_mapping,Worry
Stimulate_emotion,reframing_mapping,Emotion_directed
Experiencer_focused_emotion,reframing_mapping,Emotion_directed
Experiencer_focused_emotion,reframing_mapping,Feeling
Experiencer_focused_emotion,reframing_mapping,Desiring
Experiencer_focused_emotion,reframing_mapping,Fear
Adding_up,reframing_mapping,Amounting_to
Level_of_force_exertion,reframing_mapping,Capability
Cause_to_move_in_place,reframing_mapping,Moving_in_place
Cause_temperature_change,reframing_mapping,Change_of_temperature
Sounds,reframing_mapping,Vocalizations
Cause_motion,reframing_mapping,Bringing
Make_noise,reframing_mapping,Cause_to_make_noise
Make_noise,reframing_mapping,Motion_noise
Make_noise,reframing_mapping,Fluidic_motion
Make_noise,reframing_mapping,Friction
Make_noise,reframing_mapping,Sounds
Make_noise,reframing_mapping,Impact
Make_noise,reframing_mapping,Absorb_heat
Cause_expansion,reframing_mapping,Expansion
Cause_expansion,reframing_mapping,Cause_change_of_position_on_a_scale
Cause_to_amalgamate,reframing_mapping,Amalgamation
Judgment_communication,reframing_mapping,Judgment_direct_address
Judgment_communication,reframing_mapping,Judgment
Becoming_detached,inchoative_of,Being_detached
Rising_to_a_challenge,inchoative_of,Being_up_to_it
Becoming_a_member,inchoative_of,Membership
Change_position_on_a_scale,inchoative_of,Position_on_a_scale
Go_into_shape,inchoative_of,Shapes
Rotting,inchoative_of,Being_rotted
Death,inchoative_of,Dead_or_alive
Cause_change_of_phase,inchoative_of,Substance_by_phase
Change_of_temperature,inchoative_of,Temperature
Becoming_dry,inchoative_of,Being_dry
Cause_to_resume,causative_of,Process_resume
Detaching,causative_of,Becoming_detached
Change_of_leadership,causative_of,Leadership
Imposing_obligation,causative_of,Being_obligated
Hiding_objects,causative_of,Eclipse
Change_operational_state,causative_of,Being_in_operation
Interrupt_process,causative_of,Process_pause
Cause_proliferation_in_number,causative_of,Proliferating_in_number
Cause_change_of_position_on_a_scale,causative_of,Change_position_on_a_scale
Expend_resource,causative_of,Used_up
Cause_to_be_included,causative_of,Being_included
Cause_to_rot,causative_of,Rotting
Infractions,causative_of,Sanctions
Scheduling,causative_of,Timetable
Cause_emotion,causative_of,Experiencer_focused_emotion
Apply_heat,causative_of,Absorb_heat
Cause_to_move_in_place,causative_of,Moving_in_place
Cause_to_be_wet,causative_of,Being_wet
Cause_temperature_change,causative_of,Change_of_temperature
Cause_change_of_phase,causative_of,Change_of_phase
Cause_to_be_dry,causative_of,Being_dry
Corroding_caused,causative_of,Corroding
Emitting,causative_of,Emanating
Cause_change_of_consistency,causative_of,Change_of_consistency
Cause_to_make_noise,causative_of,Make_noise
Cause_fluidic_motion,causative_of,Fluidic_motion
Cause_motion,causative_of,Motion
Cause_expansion,causative_of,Expansion
Cause_to_amalgamate,causative_of,Amalgamation
Pre_getting,precedes,Getting
Pre_giving,precedes,Giving
Pre_transfer,precedes,Transfer
Process_pause,precedes,Process_stopped_state
Aiming,precedes,Hit_or_miss
Invading,precedes,Conquering
Invading,precedes,Repel
Confronting_problem,precedes,Resolve_problem
Ceasing_to_be,precedes,Out_of_existence
Assemble,precedes,Meet_with
Sleep,precedes,Waking_up
Giving_birth,precedes,Death
Giving_birth,precedes,Dying
Fall_asleep,precedes,Sleep
Being_born,precedes,Dying
Being_born,precedes,Death
Dying,precedes,Death
Elimination_tournament,precedes,Finals
Finals,precedes,Ceremonies
Being_employed,precedes,Quitting
Hiring,precedes,Employing
Employing,precedes,Firing
Get_a_job,precedes,Being_employed
Employment_start,precedes,Employment_continue
Employment_continue,precedes,Employment_end
Change_of_phase,precedes,Substance_by_phase
Pre_transfer,perspective_on,Pre_giving
Pre_transfer,perspective_on,Pre_receiving
Post_transfer,perspective_on,Post_receiving
Post_transfer,perspective_on,Post_giving
Transfer_scenario,perspective_on,Receiving_scenario
Transfer_scenario,perspective_on,Giving_scenario
Requirement_scenario,perspective_on,Have_as_requirement
Requirement_scenario,perspective_on,Being_necessary
Obligation_scenario,perspective_on,Being_obligated
Obligation_scenario,perspective_on,Being_obligatory
Searching_scenario,perspective_on,Scrutinizing_for
Searching_scenario,perspective_on,Seeking
Measure_scenario,perspective_on,Measurable_attributes
Measure_scenario,perspective_on,Measures
Measure_scenario,perspective_on,Dimension
Measure_scenario,perspective_on,Quantified_mass
Knot_creation_scenario,perspective_on,Knot_creation
Knot_creation_scenario,perspective_on,Rope_manipulation
Risk_scenario,perspective_on,Risky_situation
Risk_scenario,perspective_on,Being_at_risk
Risk_scenario,perspective_on,Run_risk
Domination,perspective_on,Dominate_competitor
Domination,perspective_on,Dominate_situation
Removing_scenario,perspective_on,Container_focused_removing
Removing_scenario,perspective_on,Removing
Inclusion_scenario,perspective_on,Inclusion
Inclusion_scenario,perspective_on,Being_included
Set_relation,perspective_on,Be_subset_of
Wholes_and_parts,perspective_on,Part_piece
Fragmentation_scenario,perspective_on,Breaking_off
Fragmentation_scenario,perspective_on,Breaking_apart
Simultaneity,perspective_on,Temporal_collocation
Simultaneity,perspective_on,Location_in_time
Hostile_encounter,perspective_on,Attack
Agriculture,perspective_on,Growing_food
Socially_significant_history_scenario,perspective_on,History
History_scenario,perspective_on,Individual_history
Delimited_state_scenario,perspective_on,Process_continue
Delimited_state_scenario,perspective_on,Duration_scenario
Delimited_state_scenario,perspective_on,Timespan
Representing,perspective_on,Information
Representing,perspective_on,Languages
Losing_track_of,perspective_on,Losing_track_of_theme
Losing_track_of,perspective_on,Losing_track_of_perceiver
Response_scenario,perspective_on,Response
Response_scenario,perspective_on,Meet_with_response
Exemplar,perspective_on,Exemplariness
Birth_scenario,perspective_on,Being_born
Birth_scenario,perspective_on,Giving_birth
Use_vehicle,perspective_on,Ride_vehicle
Use_vehicle,perspective_on,Operate_vehicle
Finish_competition,perspective_on,Win_prize
Employment_scenario,perspective_on,Employee_scenario
Employment_scenario,perspective_on,Employer_scenario
Employment_start,perspective_on,Hiring
Employment_start,perspective_on,Get_a_job
Employment_continue,perspective_on,Being_employed
Employment_continue,perspective_on,Employing
Duration_scenario,perspective_on,Duration_relation
Duration_scenario,perspective_on,Measure_duration
Duration_scenario,perspective_on,Duration_description
Shooting_scenario,perspective_on,Shoot_projectiles
Shooting_scenario,perspective_on,Use_firearm
Emotions,perspective_on,Experiencer_focused_emotion
Emotions,perspective_on,Stimulus_focus
Emotions_of_mental_activity,perspective_on,Mental_stimulus_exp_focus
Emotions_of_mental_activity,perspective_on,Mental_stimulus_stimulus_focus
Arithmetic_non-commutative,perspective_on,Non-commutative_process
Arithmetic_non-commutative,perspective_on,Non-commutative_statement
Arithmetic_commutative,perspective_on,Commutative_process
Arithmetic_commutative,perspective_on,Commutative_statement
Motion_scenario,perspective_on,Motion
Motion_scenario,perspective_on,Source_of_getting
Motion_scenario,perspective_on,Traversing
Motion_scenario,perspective_on,Source_path_goal
Infecting,metaphorical_projection,Committing_crime
Infecting,metaphorical_projection,Committing_crime
Infecting,metaphorical_projection,Violence
Communication,inheritance,Reassuring
Communication,inheritance,Gesture
Communication,inheritance,Communication_manner
Communication,inheritance,Communication_response
Communication,inheritance,Summarizing
Text_creation,inheritance,Sign_agreement
Text,inheritance,Documents
Text,inheritance,Records
Discussion,inheritance,Quarreling
Statement,inheritance,Reveal_secret
Statement,inheritance,Complaining
Statement,inheritance,Recording
Statement,inheritance,Telling
Statement,inheritance,Predicting
Statement,inheritance,Reading_aloud
Statement,inheritance,Affirm_or_deny
Telling,inheritance,Warning
Telling,inheritance,Suasion
Communicate_categorization,inheritance,Adducing
Chatting,inheritance,Discussion
Mention,inheritance,Indicating
Medical_conditions,inheritance,Epidemic
Medical_conditions,inheritance,Intoxication
Medical_conditions,inheritance,Addiction
Cause_health_condition,inheritance,Infecting
Perception,inheritance,Perception_active
Perception,inheritance,Give_impression
Perception,inheritance,Perception_experience
Perception,inheritance,Becoming_aware
Perception,inheritance,Sensation
Social_behavior_evaluation,inheritance,Compliance
Social_behavior_evaluation,inheritance,Mental_property
Social_behavior_evaluation,inheritance,Morality_evaluation
Social_behavior_evaluation,inheritance,Social_interaction_evaluation
Social_behavior_evaluation,inheritance,Disgraceful_situation
Social_behavior_evaluation,inheritance,Rashness
Social_behavior_evaluation,inheritance,Praiseworthiness
Social_behavior_evaluation,inheritance,Expertise
Social_behavior_evaluation,inheritance,Frugality
Social_behavior_evaluation,inheritance,Trendiness
Social_behavior_evaluation,inheritance,Attitude_description
Relation_between_individuals,inheritance,Social_connection
Relation_between_individuals,inheritance,Guest_and_host
Mental_activity,inheritance,Awareness
Visitor_scenario,inheritance,Visit_host
Visitor_arrival,inheritance,Drop_in_on
Visiting_scenario,inheritance,Visitor_and_host
Visiting_scenario_arrival,inheritance,Visitor_arrival
Visiting_scenario_arrival,inheritance,Visit_host_arrival
Visiting_scenario_departing,inheritance,Visitor_departure
Visiting_scenario_departing,inheritance,Visit_host_departure
Visiting_scenario_stay,inheritance,Visiting
Visiting_scenario_stay,inheritance,Visit_host_stay
Image_schema,inheritance,Bounded_region
Certainty,inheritance,Trust
Awareness,inheritance,Grasp
Awareness,inheritance,Expectation
Cogitation,inheritance,Assessing
Cogitation,inheritance,Memorization
Cogitation,inheritance,Worry
Cogitation,inheritance,Adding_up
Cogitation,inheritance,Adopt_selection
Cogitation,inheritance,Scheduling
Coming_to_believe,inheritance,See_through
Stimulus_focus,inheritance,Ineffability
Conduct,inheritance,Treating_and_mistreating
Existence,inheritance,Circumscribed_existence
Cognitive_connection,inheritance,Relating_concepts
Cognitive_connection,inheritance,Being_relevant
